"area_code","area_name","A1101","A110101","A110102","A1102","A110201","A110202","A1301","A130101","A130102","A1302","A130201","A130202","A1303","A130301","A130302","A4101","A4200","A5101","A5102","A9101","A9201","E1101","E1501","E2101","E2401","E2501","E3101","E3401","E3501","E4101","E4501","I510120","I5102","I5103"
"R08447","河内町","8231","4051","4180","8124","4007","4117","589","303","286","4409","2299","2110","3227","1445","1782","22","165","119","173","21","8","0","0","0","0","0","0","0","0","0","0","0","4","1"
"R08521","八千代町","21026","10991","10035","19907","10075","9832","2369","1238","1131","12114","6723","5391","6459","2966","3493","70","310","312","469","28","26","3","256","5","84","912","2","47","502","1","573","1","5","8"
"R08542","五霞町","8093","4066","4027","7948","3986","3962","730","379","351","4544","2341","2203","2732","1325","1407","20","118","142","212","21","8","0","0","1","24","292","1","22","157","0","0","0","3","2"
"R08546","境町","24201","12274","11927","23274","11721","11553","2912","1434","1478","14152","7531","6621","7018","3225","3793","121","352","765","668","64","35","2","60","5","97","1232","2","52","594","1","689","1","12","10"
"R08564","利根町","15340","7482","7858","15099","7365","7734","1196","603","593","7227","3725","3502","6903","3148","3755","31","240","265","363","18","23","2","53","1","26","413","1","24","281","0","0","0","9","4"
"R09201","宇都宮市","518757","259616","259141","496912","248770","248142","65253","33320","31933","307157","159790","147367","129853","57282","72571","3186","5770","16431","16534","2193","751","24","3101","71","1630","26608","31","971","14147","16","15784","27","438","297"
"R09202","足利市","144746","71405","73341","139706","68622","71084","15176","7661","7515","80642","41740","38902","47023","20759","26264","581","2272","2643","2980","419","187","5","233","22","431","5723","12","252","3110","7","4392","9","108","78"
"R09203","栃木市","155549","77408","78141","150874","74702","76172","17322","8988","8334","87866","45588","42278","49179","22059","27120","677","2169","3287","3291","475","223","5","478","29","533","6907","14","325","3815","8","4929","5","124","77"
"R09204","佐野市","116228","57494","58734","112432","55677","56755","13011","6718","6293","66171","34286","31885","35621","15801","19820","593","1748","2424","2570","360","185","5","326","16","352","4349","7","199","2615","6","3618","3","101","62"
"R09205","鹿沼市","94033","46609","47424","92323","45666","46657","11015","5693","5322","53951","27787","26164","28504","12741","15763","491","1291","1790","1972","304","128","4","323","24","396","4300","10","228","2231","4","2164","2","68","49"
"R09206","日光市","77661","37823","39838","76360","37274","39086","7410","3901","3509","41644","21297","20347","27850","12186","15664","248","1278","1541","1981","181","97","3","101","20","270","2822","14","205","1615","3","853","7","54","35"
"R09208","小山市","166666","84450","82216","158423","80172","78251","20940","11005","9935","101109","52963","48146","41781","19008","22773","1003","1788","5449","5157","644","259","3","82","24","592","8112","10","323","4216","5","2703","8","123","80"
"R09209","真岡市","78190","39482","38708","74451","37646","36805","10200","5189","5011","45955","24033","21922","21215","9758","11457","426","957","1691","2075","271","113","5","220","14","309","4021","9","205","2162","4","2100","3","68","31"
"R09210","大田原市","72087","35407","36680","69751","34352","35399","8176","4111","4065","41342","21135","20207","20726","9289","11437","331","938","1852","2129","228","100","5","465","18","292","3255","9","161","1694","4","1501","4","51","22"
"R09211","矢板市","31165","15415","15750","30762","15238","15524","3244","1708","1536","17357","8908","8449","10334","4636","5698","122","451","680","845","84","41","0","0","6","108","1249","4","72","886","3","1427","2","18","14"
"R09213","那須塩原市","115210","57307","57903","111407","55400","56007","14265","7394","6871","66620","34138","32482","32020","14463","17557","601","1412","3402","3370","407","183","3","508","17","413","5624","8","236","2916","4","2244","6","65","50"
"R09214","さくら市","44513","23102","21411","44114","22892","21222","6015","3079","2936","26570","14566","12004","11734","5321","6413","250","541","1368","1312","137","58","0","0","6","158","2446","2","85","1209","1","701","1","30","14"
"R09215","那須烏山市","24875","12379","12496","24648","12273","12375","2369","1232","1137","13175","6924","6251","9331","4223","5108","57","494","391","578","47","29","1","38","5","93","904","2","52","545","1","374","1","17","12"
"R09216","下野市","59507","29453","30054","57018","28336","28682","7009","3641","3368","34829","17418","17411","14912","6836","8076","375","614","2210","2171","246","87","1","28","8","173","2410","3","95","1270","1","709","3","63","27"
"R09301","上三川町","30806","15842","14964","30236","15522","14714","4073","2084","1989","18972","9958","9014","7262","3411","3851","185","313","1057","1229","98","44","2","550","7","124","1577","3","64","827","1","464","1","18","11"
"R09342","益子町","21898","10871","11027","21586","10750","10836","2467","1258","1209","12195","6258","5937","7041","3258","3783","78","294","435","504","48","34","0","0","4","78","987","3","53","571","1","380","0","15","10"
